[0.000000] (-) TimerEvent: {}
[0.000242] (big_arm_interfaces) JobQueued: {'identifier': 'big_arm_interfaces', 'dependencies': OrderedDict()}
[0.000384] (robot) JobQueued: {'identifier': 'robot', 'dependencies': OrderedDict()}
[0.000667] (robot_services) JobQueued: {'identifier': 'robot_services', 'dependencies': OrderedDict()}
[0.001095] (big_arm_interfaces) JobStarted: {'identifier': 'big_arm_interfaces'}
[0.032673] (robot) JobStarted: {'identifier': 'robot'}
[0.060102] (robot_services) JobStarted: {'identifier': 'robot_services'}
[0.091790] (big_arm_interfaces) JobProgress: {'identifier': 'big_arm_interfaces', 'progress': 'cmake'}
[0.094623] (big_arm_interfaces) JobProgress: {'identifier': 'big_arm_interfaces', 'progress': 'build'}
[0.094725] (big_arm_interfaces) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/legacy/Mechatronics Projects/big_arm_ws/build/big_arm_interfaces', '--', '-j8', '-l8'], 'cwd': '/home/legacy/Mechatronics Projects/big_arm_ws/build/big_arm_interfaces', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'legacy'), ('LC_TIME', 'es_CO.UTF-8'), ('SSH_AGENT_PID', '2762'), ('XDG_SESSION_TYPE', 'x11'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/foxy/opt/yaml_cpp_vendor/lib:/opt/ros/foxy/opt/rviz_ogre_vendor/lib:/opt/ros/foxy/lib/x86_64-linux-gnu:/opt/ros/foxy/lib'), ('HOME', '/home/legacy'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('HOMEBREW_PREFIX', '/home/linuxbrew/.linuxbrew'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'es_CO.UTF-8'), ('MANAGERPID', '1261'), ('HOMEBREW_SHELLENV_PREFIX', '/home/linuxbrew/.linuxbrew'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('LIBVIRT_DEFAULT_URI', 'qemu:///system'), ('MANDATORY_PATH', '/usr/share/gconf/ubuntu.mandatory.path'), ('IM_CONFIG_PHASE', '1'), ('COLCON_PREFIX_PATH', '/home/legacy/Mechatronics Projects/big_arm_ws/install'), ('INFOPATH', '/home/linuxbrew/.linuxbrew/share/info:'), ('ROS_DISTRO', 'foxy'), ('LOGNAME', 'legacy'), ('JOURNAL_STREAM', '8:66626'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('DEFAULTS_PATH', '/usr/share/gconf/ubuntu.default.path'), ('USERNAME', 'legacy'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('WINDOWPATH', '2'), ('PATH', '/opt/ros/foxy/bin:/home/linuxbrew/.linuxbrew/bin:/home/linuxbrew/.linuxbrew/sbin:/home/legacy/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin'), ('SESSION_MANAGER', 'local/legacy-TUF-GAMING-FX504GM-FX80GM:@/tmp/.ICE-unix/2789,unix/legacy-TUF-GAMING-FX504GM-FX80GM:/tmp/.ICE-unix/2789'), ('INVOCATION_ID', '07ffe11931bd4f06ab0abf79760e8011'), ('HOMEBREW_CELLAR', '/home/linuxbrew/.linuxbrew/Cellar'), ('PAPERSIZE', 'letter'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'es_CO.UTF-8'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/0707b74b_a3b3_4cdc_b25a_180c9f12e471'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':1'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'es_CO.UTF-8'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/gdm/Xauthority'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.92'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/legacy/Mechatronics Projects/big_arm_ws/install/robot_services:/home/legacy/Mechatronics Projects/big_arm_ws/install/robot:/home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces:/opt/ros/foxy'), ('SHELL', '/bin/bash'), ('LC_NAME', 'es_CO.UTF-8'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('LC_MEASUREMENT', 'es_CO.UTF-8'), ('GPG_AGENT_INFO', '/run/user/1000/gnupg/S.gpg-agent:0:1'), ('LC_IDENTIFICATION', 'es_CO.UTF-8'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/legacy/Mechatronics Projects/big_arm_ws/build/big_arm_interfaces'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/home/legacy/Mechatronics Projects/big_arm_ws/install/robot_services/lib/python3.8/site-packages:/home/legacy/Mechatronics Projects/big_arm_ws/install/robot/lib/python3.8/site-packages:/home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages:/opt/ros/foxy/lib/python3.8/site-packages'), ('HOMEBREW_REPOSITORY', '/home/linuxbrew/.linuxbrew/Homebrew'), ('LC_NUMERIC', 'es_CO.UTF-8'), ('LC_PAPER', 'es_CO.UTF-8'), ('COLCON', '1'), ('MANPATH', '/home/linuxbrew/.linuxbrew/share/man:'), ('VTE_VERSION', '6003'), ('CMAKE_PREFIX_PATH', '/home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces:/home/legacy/Mechatronics Projects/big_arm_ws/install/robot_services:/home/legacy/Mechatronics Projects/big_arm_ws/install/robot:/opt/ros/foxy')]), 'shell': False}
[0.100581] (-) TimerEvent: {}
[0.201687] (-) TimerEvent: {}
[0.302477] (-) TimerEvent: {}
[0.403008] (-) TimerEvent: {}
[0.504297] (-) TimerEvent: {}
[0.604718] (-) TimerEvent: {}
[0.705148] (-) TimerEvent: {}
[0.805524] (-) TimerEvent: {}
[0.905899] (-) TimerEvent: {}
[1.006255] (-) TimerEvent: {}
[1.106705] (-) TimerEvent: {}
[1.207166] (-) TimerEvent: {}
[1.307490] (-) TimerEvent: {}
[1.407787] (-) TimerEvent: {}
[1.508098] (-) TimerEvent: {}
[1.608388] (-) TimerEvent: {}
[1.708729] (-) TimerEvent: {}
[1.809107] (-) TimerEvent: {}
[1.909588] (-) TimerEvent: {}
[2.010250] (-) TimerEvent: {}
[2.110603] (-) TimerEvent: {}
[2.210991] (-) TimerEvent: {}
[2.311313] (-) TimerEvent: {}
[2.411743] (-) TimerEvent: {}
[2.512100] (-) TimerEvent: {}
[2.612384] (-) TimerEvent: {}
[2.712644] (-) TimerEvent: {}
[2.812930] (-) TimerEvent: {}
[2.913302] (-) TimerEvent: {}
[3.015113] (-) TimerEvent: {}
[3.024010] (big_arm_interfaces) StdoutLine: {'line': b'[  3%] Built target big_arm_interfaces__cpp\n'}
[3.024850] (big_arm_interfaces) StdoutLine: {'line': b'[ 12%] Built target big_arm_interfaces__rosidl_generator_c\n'}
[3.025643] (big_arm_interfaces) StdoutLine: {'line': b'[ 22%] Built target big_arm_interfaces__rosidl_typesupport_cpp\n'}
[3.026283] (big_arm_interfaces) StdoutLine: {'line': b'[ 32%] Built target big_arm_interfaces__rosidl_typesupport_introspection_cpp\n'}
[3.028392] (big_arm_interfaces) StdoutLine: {'line': b'[ 41%] Built target big_arm_interfaces__rosidl_typesupport_fastrtps_cpp\n'}
[3.028597] (big_arm_interfaces) StdoutLine: {'line': b'[ 51%] Built target big_arm_interfaces__rosidl_typesupport_c\n'}
[3.030211] (big_arm_interfaces) StdoutLine: {'line': b'[ 61%] Built target big_arm_interfaces__rosidl_typesupport_introspection_c\n'}
[3.030591] (big_arm_interfaces) StdoutLine: {'line': b'[ 70%] Built target big_arm_interfaces__rosidl_typesupport_fastrtps_c\n'}
[3.033360] (big_arm_interfaces) StdoutLine: {'line': b'[ 70%] Built target big_arm_interfaces\n'}
[3.034319] (big_arm_interfaces) StdoutLine: {'line': b'[ 74%] Built target big_arm_interfaces__py\n'}
[3.035992] (big_arm_interfaces) StdoutLine: {'line': b'[ 80%] Built target big_arm_interfaces__python\n'}
[3.037148] (big_arm_interfaces) StdoutLine: {'line': b'[ 87%] Built target big_arm_interfaces__rosidl_typesupport_introspection_c__pyext\n'}
[3.040025] (big_arm_interfaces) StdoutLine: {'line': b'[ 93%] Built target big_arm_interfaces__rosidl_typesupport_fastrtps_c__pyext\n'}
[3.040691] (big_arm_interfaces) StdoutLine: {'line': b'[100%] Built target big_arm_interfaces__rosidl_typesupport_c__pyext\n'}
[3.148982] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/msg/rosidl_typesupport_fastrtps_c__visibility_control.h\n'}
[3.149251] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv\n'}
[3.149512] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail\n'}
[3.149870] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__rosidl_typesupport_fastrtps_c.h\n'}
[3.150141] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__rosidl_typesupport_fastrtps_c.so\n'}
[3.150579] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces\n'}
[3.151071] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/msg\n'}
[3.151461] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/msg/rosidl_typesupport_fastrtps_cpp__visibility_control.h\n'}
[3.151790] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv\n'}
[3.151993] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail\n'}
[3.152207] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/dds_fastrtps\n'}
[3.152414] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__rosidl_typesupport_fastrtps_cpp.hpp\n'}
[3.152627] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__rosidl_typesupport_fastrtps_cpp.so\n'}
[3.152881] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces\n'}
[3.153068] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/msg\n'}
[3.154162] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/msg/rosidl_typesupport_introspection_c__visibility_control.h\n'}
[3.154395] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv\n'}
[3.154596] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail\n'}
[3.154810] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__type_support.c\n'}
[3.155028] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__rosidl_typesupport_introspection_c.h\n'}
[3.155230] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__rosidl_typesupport_introspection_c.so\n'}
[3.155429] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__rosidl_typesupport_c.so\n'}
[3.155628] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces\n'}
[3.155849] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv\n'}
[3.156067] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/joints_now.hpp\n'}
[3.156301] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail\n'}
[3.156515] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__traits.hpp\n'}
[3.156712] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__struct.hpp\n'}
[3.156916] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__builder.hpp\n'}
[3.157126] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces\n'}
[3.157343] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv\n'}
[3.157564] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail\n'}
[3.157779] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__type_support.cpp\n'}
[3.157993] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/include/big_arm_interfaces/srv/detail/joints_now__rosidl_typesupport_introspection_cpp.hpp\n'}
[3.158210] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__rosidl_typesupport_introspection_cpp.so\n'}
[3.158450] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__rosidl_typesupport_cpp.so\n'}
[3.158685] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/environment/pythonpath.sh\n'}
[3.158933] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/environment/pythonpath.dsv\n'}
[3.159167] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/__init__.py\n'}
[3.215409] (-) TimerEvent: {}
[3.222263] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/srv\n'}
[3.222631] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/srv/__init__.py\n'}
[3.222844] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/srv/_joints_now.py\n'}
[3.223077] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/srv/_joints_now_s.c\n'}
[3.223224] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/big_arm_interfaces_s__rosidl_typesupport_fastrtps_c.cpython-38-x86_64-linux-gnu.so\n'}
[3.224914] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/big_arm_interfaces_s__rosidl_typesupport_introspection_c.cpython-38-x86_64-linux-gnu.so\n'}
[3.226336] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/python3.8/site-packages/big_arm_interfaces/big_arm_interfaces_s__rosidl_typesupport_c.cpython-38-x86_64-linux-gnu.so\n'}
[3.227449] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/lib/libbig_arm_interfaces__python.so\n'}
[3.227892] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/srv/JointsNow.idl\n'}
[3.228191] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/srv/JointsNow.srv\n'}
[3.228472] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/srv/JointsNow_Request.msg\n'}
[3.228787] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/srv/JointsNow_Response.msg\n'}
[3.229140] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/ament_index/resource_index/package_run_dependencies/big_arm_interfaces\n'}
[3.229564] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/ament_index/resource_index/parent_prefix_path/big_arm_interfaces\n'}
[3.229919] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/environment/ament_prefix_path.sh\n'}
[3.230168] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/environment/ament_prefix_path.dsv\n'}
[3.230482] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/environment/path.sh\n'}
[3.230841] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/environment/path.dsv\n'}
[3.231103] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/local_setup.bash\n'}
[3.231332] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/local_setup.sh\n'}
[3.231581] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/local_setup.zsh\n'}
[3.231900] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/local_setup.dsv\n'}
[3.232173] (big_arm_interfaces) StdoutLine: {'line': b'-- Installing: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/package.dsv\n'}
[3.232400] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/ament_index/resource_index/packages/big_arm_interfaces\n'}
[3.232673] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_generator_cExport.cmake\n'}
[3.233009] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_generator_cExport-noconfig.cmake\n'}
[3.233253] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_typesupport_introspection_cExport.cmake\n'}
[3.233555] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_typesupport_introspection_cExport-noconfig.cmake\n'}
[3.233870] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_typesupport_cExport.cmake\n'}
[3.234187] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_typesupport_cExport-noconfig.cmake\n'}
[3.234529] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_generator_cppExport.cmake\n'}
[3.234816] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_typesupport_introspection_cppExport.cmake\n'}
[3.235082] (big_arm_interfaces) StdoutLine: {'line': b'-- Up-to-date: /home/legacy/Mechatronics Projects/big_arm_ws/install/big_arm_interfaces/share/big_arm_interfaces/cmake/big_arm_interfaces__rosidl_typesupport_introspection_cppExport-noconfig.cmake\n'}
